timestamp,value,type,movement,axis,test_on,r2
4966.488,7.9890294,groundtruth,velocity,x,14,0.7993839
4966.552,5.3377237,groundtruth,velocity,x,14,0.7993839
4966.616,0.37486055,groundtruth,velocity,x,14,0.7993839
4966.68,-2.4258227,groundtruth,velocity,x,14,0.7993839
4966.744,-0.6284195,groundtruth,velocity,x,14,0.7993839
4966.808,-0.5220341,groundtruth,velocity,x,14,0.7993839
4966.872,-0.0762165,groundtruth,velocity,x,14,0.7993839
4966.936,0.16385442,groundtruth,velocity,x,14,0.7993839
4967.0,0.87099195,groundtruth,velocity,x,14,0.7993839
4967.064,0.6685809,groundtruth,velocity,x,14,0.7993839
4967.128,0.110246025,groundtruth,velocity,x,14,0.7993839
4967.192,0.24573673,groundtruth,velocity,x,14,0.7993839
4967.256,0.4666527,groundtruth,velocity,x,14,0.7993839
4967.32,0.31654754,groundtruth,velocity,x,14,0.7993839
4967.384,-0.48174334,groundtruth,velocity,x,14,0.7993839
4967.448,1.0593894,groundtruth,velocity,x,14,0.7993839
4967.512,2.136871,groundtruth,velocity,x,14,0.7993839
4967.576,3.0457535,groundtruth,velocity,x,14,0.7993839
4967.64,6.0764146,groundtruth,velocity,x,14,0.7993839
4967.704,9.993725,groundtruth,velocity,x,14,0.7993839
4967.768,10.249093,groundtruth,velocity,x,14,0.7993839
4967.832,5.8045692,groundtruth,velocity,x,14,0.7993839
4967.896,0.19693075,groundtruth,velocity,x,14,0.7993839
4967.96,0.049140126,groundtruth,velocity,x,14,0.7993839
4968.024,-1.3061349,groundtruth,velocity,x,14,0.7993839
4968.088,-4.045891,groundtruth,velocity,x,14,0.7993839
4968.152,-3.0008159,groundtruth,velocity,x,14,0.7993839
4968.216,-0.61885244,groundtruth,velocity,x,14,0.7993839
4968.28,0.31590766,groundtruth,velocity,x,14,0.7993839
4968.344,-0.6663125,groundtruth,velocity,x,14,0.7993839
4968.408,-0.79386485,groundtruth,velocity,x,14,0.7993839
4968.472,-2.1363037,groundtruth,velocity,x,14,0.7993839
4968.536,-1.6423804,groundtruth,velocity,x,14,0.7993839
4968.6,-0.016221607,groundtruth,velocity,x,14,0.7993839
4968.664,0.046393793,groundtruth,velocity,x,14,0.7993839
4968.728,0.090068005,groundtruth,velocity,x,14,0.7993839
4968.792,0.24326123,groundtruth,velocity,x,14,0.7993839
4968.856,0.17254859,groundtruth,velocity,x,14,0.7993839
4968.92,0.031054983,groundtruth,velocity,x,14,0.7993839
4968.984,0.0058017736,groundtruth,velocity,x,14,0.7993839
4969.048,-0.015683696,groundtruth,velocity,x,14,0.7993839
4969.112,-0.033693843,groundtruth,velocity,x,14,0.7993839
4969.176,0.23081735,groundtruth,velocity,x,14,0.7993839
4969.24,4.7818923,groundtruth,velocity,x,14,0.7993839
4969.304,13.684135,groundtruth,velocity,x,14,0.7993839
4969.368,24.548702,groundtruth,velocity,x,14,0.7993839
4969.432,28.708292,groundtruth,velocity,x,14,0.7993839
4969.496,31.627417,groundtruth,velocity,x,14,0.7993839
4969.56,22.302944,groundtruth,velocity,x,14,0.7993839
4969.624,2.243474,groundtruth,velocity,x,14,0.7993839
4969.688,-2.673869,groundtruth,velocity,x,14,0.7993839
4969.752,0.55552304,groundtruth,velocity,x,14,0.7993839
4969.816,-2.6239538,groundtruth,velocity,x,14,0.7993839
4969.88,-8.060256,groundtruth,velocity,x,14,0.7993839
4969.944,-2.6992993,groundtruth,velocity,x,14,0.7993839
